Iso3_code;Country;Region;Subregion;Category;Year;Unit of measurement;VALUE
GRC;Greece;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;4,009826344
GRD;Grenada;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0
GTM;Guatemala;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;30,07072671
GUY;Guyana;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;2,378707811
HND;Honduras;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;2,359715183
HRV;Croatia;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;18,0640409
HUN;Hungary;Europe;Eastern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;14,52138453
ITA;Italy;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;5,037843935
JAM;Jamaica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;1,066184088
JOR;Jordan;Asia;Western Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,0841225
KEN;Kenya;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,170750783
KGZ;Kyrgyzstan;Asia;Central Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;18,18571985
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0
LTU;Lithuania;Europe;Northern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;14,70648626
LVA;Latvia;Europe;Northern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;13,35729646
MDA;Republic of Moldova;Europe;Eastern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;30,48730484
MEX;Mexico;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;18,26353543
MLT;Malta;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,595670074
MMR;Myanmar;Asia;South-eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,007541448
MNE;Montenegro;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;27,12580664
MNG;Mongolia;Asia;Eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;13,05519579
MYS;Malaysia;Asia;South-eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,478599886
NLD;Netherlands;Europe;Western Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;38,04008826
OMN;Oman;Asia;Western Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;1,129754965
PAN;Panama;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;12,85282663
PER;Peru;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;2,991634953
PHL;Philippines;Asia;South-eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,044391776
PRT;Portugal;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,971824571
PRY;Paraguay;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;19,46393326
ROU;Romania;Europe;Eastern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;17,63451542
RUS;Russian Federation;Europe;Eastern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;10,80743302
SAU;Saudi Arabia;Asia;Western Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;19,71398285
SGP;Singapore;Asia;South-eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;0,852310742
SLV;El Salvador;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2019;Rate per 100,000 population;1,1464572
SRB;Serbia;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;11,25515138
SVK;Slovakia;Europe;Eastern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;1,356821254
SVN;Slovenia;Europe;Southern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;1,60916162
SWE;Sweden;Europe;Northern Europe;Corruption: Other acts of corruption;2019;Rate per 100,000 population;199,2224035
THA;Thailand;Asia;South-eastern Asia;Corruption: Other acts of corruption;2019;Rate per 100,000 population;10,33828533
ALB;Albania;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;23,92871475
ARE;United Arab Emirates;Asia;Western Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,150743667
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0
AUT;Austria;Europe;Western Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;31,90470529
AZE;Azerbaijan;Asia;Western Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,866805199
BEL;Belgium;Europe;Western Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;36,57761371
BGR;Bulgaria;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;5,272829903
BHS;Bahamas;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;159,9128106
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;16,99610431
BLZ;Belize;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;6,258293076
BRB;Barbados;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0
BTN;Bhutan;Asia;Southern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,258897666
CHE;Switzerland;Europe;Western Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,011575932
CHL;Chile;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,233140527
CMR;Cameroon;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,007549709
COL;Colombia;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;19,88782298
CRI;Costa Rica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;59,26093648
CYP;Cyprus;Asia;Western Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,16161133
CZE;Czechia;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;14,94641487
DMA;Dominica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;33,33587982
DNK;Denmark;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;66,25880311
ECU;Ecuador;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;6,345020556
ESP;Spain;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,50959149
EST;Estonia;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;3,083996016
FIN;Finland;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;68,25249735
FRA;France;Europe;Western Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;3,230456402
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;2,305159166
GRC;Greece;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;5,165411113
GRD;Grenada;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0
GTM;Guatemala;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;25,58355133
GUY;Guyana;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;4,515793989
HND;Honduras;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,788226023
HRV;Croatia;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;11,64303623
HUN;Hungary;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;3,610044436
ITA;Italy;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;5,648684575
JAM;Jamaica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,063665523
JOR;Jordan;Asia;Western Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,128102822
KAZ;Kazakhstan;Asia;Central Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;5,037081827
KEN;Kenya;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,111568971
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0
LTU;Lithuania;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;8,438918804
LVA;Latvia;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;3,637222385
MAR;Morocco;Africa;Northern Africa;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,978807058
MDA;Republic of Moldova;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;13,35560564
MEX;Mexico;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;17,18356497
MLT;Malta;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;2,91059807
MMR;Myanmar;Asia;South-eastern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,014974768
MNE;Montenegro;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;23,52763504
MNG;Mongolia;Asia;Eastern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;6,283513972
MUS;Mauritius;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2020;Rate per 100,000 population;41,14568384
MYS;Malaysia;Asia;South-eastern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,30722898
NLD;Netherlands;Europe;Western Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;33,75479991
OMN;Oman;Asia;Western Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,638288717
PAN;Panama;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;6,683127653
PER;Peru;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;4,452817489
PRT;Portugal;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,893360742
PRY;Paraguay;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;14,7310006
ROU;Romania;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;14,06745491
RUS;Russian Federation;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;10,12036147
SGP;Singapore;Asia;South-eastern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,947567455
SLV;El Salvador;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,810458925
SRB;Serbia;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;7,692302988
SVK;Slovakia;Europe;Eastern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;1,191200401
SVN;Slovenia;Europe;Southern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;0,661113003
SWE;Sweden;Europe;Northern Europe;Corruption: Other acts of corruption;2020;Rate per 100,000 population;189,4016565
THA;Thailand;Asia;South-eastern Asia;Corruption: Other acts of corruption;2020;Rate per 100,000 population;9,259095451
ALB;Albania;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;25,01129712
ARE;United Arab Emirates;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,181524161
AUT;Austria;Europe;Western Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;32,03288201
AZE;Azerbaijan;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;2,618056913
BEL;Belgium;Europe;Western Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;39,91760008
BGR;Bulgaria;Europe;Eastern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;6,738439274
BHS;Bahamas;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;185,5821998
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;19,81080074
BLZ;Belize;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0
BRB;Barbados;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,711238818
CHE;Switzerland;Europe;Western Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0
CHL;Chile;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,051649616
COL;Colombia;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;18,82307286
CRI;Costa Rica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;61,42852957
CYP;Cyprus;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0
CZE;Czechia;Europe;Eastern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;12,34926088
DMA;Dominica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;56,62005869
DNK;Denmark;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;80,69364421
ECU;Ecuador;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;4,882643226
EST;Estonia;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;3,462027951
FIN;Finland;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;66,41989367
FRA;France;Europe;Western Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;3,826041767
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;2,098578441
GRC;Greece;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;4,825106638
GTM;Guatemala;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;27,23119228
GUY;Guyana;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;5,220199188
HND;Honduras;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;6,956372502
HRV;Croatia;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;19,92544337
HUN;Hungary;Europe;Eastern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;3,78999084
ITA;Italy;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;5,906449254
JAM;Jamaica;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,070728998
JOR;Jordan;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,08072996
KEN;Kenya;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,11508215
KGZ;Kyrgyzstan;Asia;Central Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;17,14221767
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;10,50276748
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0
LTU;Lithuania;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;9,832592928
LVA;Latvia;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;3,201845971
MAR;Morocco;Africa;Northern Africa;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,558303853
MLT;Malta;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;3,796882001
MNE;Montenegro;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;27,07616445
MNG;Mongolia;Asia;Eastern Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;6,452032054
MUS;Mauritius;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2021;Rate per 100,000 population;47,4242146
MYS;Malaysia;Asia;South-eastern Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,360399285
NAM;Namibia;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,897120349
NLD;Netherlands;Europe;Western Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;30,02566237
OMN;Oman;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,154851121
PAN;Panama;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;7,446107076
PER;Peru;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;4,41933609
PRT;Portugal;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,088424479
PRY;Paraguay;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;15,31967173
PSE;State of Palestine;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;29,78537388
QAT;Qatar;Asia;Western Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0,223194773
ROU;Romania;Europe;Eastern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;16,83519103
SGP;Singapore;Asia;South-eastern Asia;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,85152129
SLV;El Salvador;Americas;Latin America and the Caribbean;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,029431037
SRB;Serbia;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;13,3072606
SVK;Slovakia;Europe;Eastern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;1,652097007
SVN;Slovenia;Europe;Southern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;2,878160167
SWE;Sweden;Europe;Northern Europe;Corruption: Other acts of corruption;2021;Rate per 100,000 population;199,491798
SWZ;Eswatini;Africa;Sub-Saharan Africa;Corruption: Other acts of corruption;2021;Rate per 100,000 population;0
USA;United States of America;Americas;Northern America;Corruption: Other acts of corruption;2021;Rate per 100,000 population;16,75074848
ARM;Armenia;Asia;Western Asia;Smuggling of migrants;2013;Rate per 100,000 population;0
AUT;Austria;Europe;Western Europe;Smuggling of migrants;2013;Rate per 100,000 population;44,64865366
CAN;Canada;Americas;Northern America;Smuggling of migrants;2013;Rate per 100,000 population;0,054187108
CHE;Switzerland;Europe;Western Europe;Smuggling of migrants;2013;Rate per 100,000 population;1,59488312
CHL;Chile;Americas;Latin America and the Caribbean;Smuggling of migrants;2013;Rate per 100,000 population;0,07424361
COL;Colombia;Americas;Latin America and the Caribbean;Smuggling of migrants;2013;Rate per 100,000 population;0,445521675
CZE;Czechia;Europe;Eastern Europe;Smuggling of migrants;2013;Rate per 100,000 population;1,2458923
DEU;Germany;Europe;Western Europe;Smuggling of migrants;2013;Rate per 100,000 population;4,180919772
DNK;Denmark;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;3,466429717
FIN;Finland;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;1,912161374
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,60063442
HND;Honduras;Americas;Latin America and the Caribbean;Smuggling of migrants;2013;Rate per 100,000 population;0,089279168
HUN;Hungary;Europe;Eastern Europe;Smuggling of migrants;2013;Rate per 100,000 population;2,465981707
IRL;Ireland;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,348672603
LKA;Sri Lanka;Asia;Southern Asia;Smuggling of migrants;2013;Rate per 100,000 population;0,700367714
LTU;Lithuania;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;1,419990394
MMR;Myanmar;Asia;South-eastern Asia;Smuggling of migrants;2013;Rate per 100,000 population;0,20138866
NLD;Netherlands;Europe;Western Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,231215902
NOR;Norway;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,925075116
POL;Poland;Europe;Eastern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,326362705
PRT;Portugal;Europe;Southern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,726262562
RUS;Russian Federation;Europe;Eastern Europe;Smuggling of migrants;2013;Rate per 100,000 population;2,292353322
SRB;Serbia;Europe;Southern Europe;Smuggling of migrants;2013;Rate per 100,000 population;2,537441972
SVK;Slovakia;Europe;Eastern Europe;Smuggling of migrants;2013;Rate per 100,000 population;0,517107103
SVN;Slovenia;Europe;Southern Europe;Smuggling of migrants;2013;Rate per 100,000 population;16,16503195
SWE;Sweden;Europe;Northern Europe;Smuggling of migrants;2013;Rate per 100,000 population;3,223154646
TUR;Türkiye;Asia;Western Asia;Smuggling of migrants;2013;Rate per 100,000 population;4,835711343
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Smuggling of migrants;2013;Rate per 100,000 population;2,492143518
ARM;Armenia;Asia;Western Asia;Smuggling of migrants;2014;Rate per 100,000 population;0,103808761
AUT;Austria;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;61,6541027
BEL;Belgium;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;2,30836892
BGR;Bulgaria;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;3,17411162
BHS;Bahamas;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0,770948601
BRB;Barbados;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0
BTN;Bhutan;Asia;Southern Asia;Smuggling of migrants;2014;Rate per 100,000 population;0
CAN;Canada;Americas;Northern America;Smuggling of migrants;2014;Rate per 100,000 population;0,05084084
CHE;Switzerland;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;1,538876603
CHL;Chile;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0,079153698
COL;Colombia;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0,460602948
CZE;Czechia;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;1,026891092
DEU;Germany;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;4,611598078
DMA;Dominica;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0
DNK;Denmark;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;5,079059454
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;2,042381358
FIN;Finland;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;2,398635012
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,380331845
GBR_S;United Kingdom (Scotland);Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,243099708
GRC;Greece;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;13,7899691
GRD;Grenada;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0
HND;Honduras;Americas;Latin America and the Caribbean;Smuggling of migrants;2014;Rate per 100,000 population;0,284842652
HUN;Hungary;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;2,634805517
IRL;Ireland;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,670681017
ITA;Italy;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;2,665659132
LKA;Sri Lanka;Asia;Southern Asia;Smuggling of migrants;2014;Rate per 100,000 population;0,230702696
LTU;Lithuania;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;1,535930336
MCO;Monaco;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;52,6170036
MDV;Maldives;Asia;Southern Asia;Smuggling of migrants;2014;Rate per 100,000 population;1,919671352
MKD;North Macedonia;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;4,464940951
MMR;Myanmar;Asia;South-eastern Asia;Smuggling of migrants;2014;Rate per 100,000 population;0,242792414
NLD;Netherlands;Europe;Western Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,530845641
NOR;Norway;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,914766442
NZL;New Zealand;Oceania;Australia and New Zealand;Smuggling of migrants;2014;Rate per 100,000 population;0,199371095
OMN;Oman;Asia;Western Asia;Smuggling of migrants;2014;Rate per 100,000 population;1,371821661
POL;Poland;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,266964751
PRT;Portugal;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,566851377
RUS;Russian Federation;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;1,397927034
SRB;Serbia;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;3,897157461
SVK;Slovakia;Europe;Eastern Europe;Smuggling of migrants;2014;Rate per 100,000 population;0,590452857
SVN;Slovenia;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;8,434072303
SWE;Sweden;Europe;Northern Europe;Smuggling of migrants;2014;Rate per 100,000 population;3,241854059
TUR;Türkiye;Asia;Western Asia;Smuggling of migrants;2014;Rate per 100,000 population;4,34759935
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Smuggling of migrants;2014;Rate per 100,000 population;3,993679861
ARM;Armenia;Asia;Western Asia;Smuggling of migrants;2015;Rate per 100,000 population;0,416870108
AUT;Austria;Europe;Western Europe;Smuggling of migrants;2015;Rate per 100,000 population;112,9197478
BEL;Belgium;Europe;Western Europe;Smuggling of migrants;2015;Rate per 100,000 population;2,835983222
BGR;Bulgaria;Europe;Eastern Europe;Smuggling of migrants;2015;Rate per 100,000 population;6,498611657
BHS;Bahamas;Americas;Latin America and the Caribbean;Smuggling of migrants;2015;Rate per 100,000 population;3,055787215
BLR;Belarus;Europe;Eastern Europe;Smuggling of migrants;2015;Rate per 100,000 population;0,896850909
BRB;Barbados;Americas;Latin America and the Caribbean;Smuggling of migrants;2015;Rate per 100,000 population;0
BTN;Bhutan;Asia;Southern Asia;Smuggling of migrants;2015;Rate per 100,000 population;0
CAN;Canada;Americas;Northern America;Smuggling of migrants;2015;Rate per 100,000 population;0,064367846
CHE;Switzerland;Europe;Western Europe;Smuggling of migrants;2015;Rate per 100,000 population;1,521420882
CHL;Chile;Americas;Latin America and the Caribbean;Smuggling of migrants;2015;Rate per 100,000 population;0,16228203
COL;Colombia;Americas;Latin America and the Caribbean;Smuggling of migrants;2015;Rate per 100,000 population;0,477507001
CYP;Cyprus;Asia;Western Asia;Smuggling of migrants;2015;Rate per 100,000 population;0,505356782
CZE;Czechia;Europe;Eastern Europe;Smuggling of migrants;2015;Rate per 100,000 population;1,301811442
DEU;Germany;Europe;Western Europe;Smuggling of migrants;2015;Rate per 100,000 population;6,596548307
DMA;Dominica;Americas;Latin America and the Caribbean;Smuggling of migrants;2015;Rate per 100,000 population;0
